K,dadN,P,Label
13.7,0.00071,9.0,x70A_9
13.95,0.00076,9.0,x70A_9
14.2,0.0008100000000000001,9.0,x70A_9
14.45,0.0008600000000000001,9.0,x70A_9
14.7,0.0009100000000000001,9.0,x70A_9
14.95,0.00096,9.0,x70A_9
15.2,0.00101,9.0,x70A_9
15.45,0.0010600000000000002,9.0,x70A_9
15.7,0.00111,9.0,x70A_9
15.95,0.00116,9.0,x70A_9
16.2,0.0012100000000000001,9.0,x70A_9
16.45,0.00126,9.0,x70A_9
16.7,0.0013100000000000002,9.0,x70A_9
16.95,0.00136,9.0,x70A_9
17.2,0.00141,9.0,x70A_9
17.45,0.0014600000000000001,9.0,x70A_9
17.7,0.0015099999999999998,9.0,x70A_9
17.95,0.00156,9.0,x70A_9
18.2,0.0016099999999999999,9.0,x70A_9
18.45,0.0016599999999999998,9.0,x70A_9
18.7,0.00171,9.0,x70A_9
18.95,0.0017599999999999998,9.0,x70A_9
19.2,0.00181,9.0,x70A_9
19.45,0.0018599999999999999,9.0,x70A_9
19.7,0.0019099999999999998,9.0,x70A_9
19.95,0.00196,9.0,x70A_9
20.2,0.00201,9.0,x70A_9
20.45,0.0020599999999999998,9.0,x70A_9
20.7,0.00211,9.0,x70A_9
20.95,0.00216,9.0,x70A_9
21.2,0.00221,9.0,x70A_9
21.45,0.00226,9.0,x70A_9
21.7,0.00231,9.0,x70A_9
21.95,0.00236,9.0,x70A_9
22.2,0.00241,9.0,x70A_9
22.45,0.00246,9.0,x70A_9
22.7,0.00251,9.0,x70A_9
22.95,0.0025599999999999998,9.0,x70A_9
23.2,0.00261,9.0,x70A_9
23.45,0.00266,9.0,x70A_9
23.7,0.0027099999999999997,9.0,x70A_9
23.95,0.00276,9.0,x70A_9
24.2,0.00281,9.0,x70A_9
24.45,0.00286,9.0,x70A_9
24.7,0.00291,9.0,x70A_9
24.95,0.00296,9.0,x70A_9
26.75,0.0,9.0,x70A_9
25.25,0.0,9.0,x70A_9
